field	field_role	type	n_present	missing_pct	values	association_status	action_block_assoc	action_recheck_assoc	action_enter_assoc	association_n
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:19	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7543, ""True"": 20}"	computed_or_insufficient	0.00406	0.00332	0.00433	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:20	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7422, ""True"": 141}"	computed_or_insufficient	0.01125	0.01336	0.01158	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:21	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7476, ""True"": 87}"	computed_or_insufficient	0.02794	0.0297	0.00906	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:22	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7523, ""True"": 40}"	computed_or_insufficient	0.00581	0.00693	0.00613	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:23	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7538, ""True"": 25}"	computed_or_insufficient	0.01672	0.01595	0.00484	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:24	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7440, ""True"": 123}"	computed_or_insufficient	0.03424	0.03251	0.0108	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:25	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7395, ""True"": 168}"	computed_or_insufficient	0.04111	0.03908	0.01266	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:26	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7528, ""True"": 35}"	computed_or_insufficient	0.02552	0.02668	0.00573	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:27	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7497, ""True"": 66}"	computed_or_insufficient	0.01582	0.01451	0.00788	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:28	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7472, ""True"": 91}"	computed_or_insufficient	0.00691	0.0053	0.00927	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:29	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7462, ""True"": 101}"	computed_or_insufficient	0.04646	0.04497	0.00977	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:30	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7489, ""True"": 74}"	computed_or_insufficient	0.01125	0.00983	0.00835	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:31	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7474, ""True"": 89}"	computed_or_insufficient	0.02598	0.0245	0.00917	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:32	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7509, ""True"": 54}"	computed_or_insufficient	0.00403	0.00279	0.00712	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:33	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7499, ""True"": 64}"	computed_or_insufficient	0.01042	0.01185	0.00776	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:34	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7467, ""True"": 96}"	computed_or_insufficient	0.03343	0.03443	0.00463	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:35	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7517, ""True"": 46}"	computed_or_insufficient	0.00545	0.00432	0.00657	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:36	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7528, ""True"": 35}"	computed_or_insufficient	0.01316	0.01425	0.00573	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:37	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7473, ""True"": 90}"	computed_or_insufficient	0.00608	0.00707	0.0054	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:38	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7477, ""True"": 86}"	computed_or_insufficient	0.01585	0.01698	0.00594	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:39	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7461, ""True"": 102}"	computed_or_insufficient	0.00872	0.01051	0.00982	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:40	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7385, ""True"": 178}"	computed_or_insufficient	0.02037	0.01816	0.01304	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:41	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7518, ""True"": 45}"	computed_or_insufficient	0.00299	0.00416	0.0065	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:42	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7491, ""True"": 72}"	computed_or_insufficient	0.01522	0.01384	0.00824	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:43	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7525, ""True"": 38}"	computed_or_insufficient	0.01259	0.01371	0.00597	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:44	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7545, ""True"": 18}"	computed_or_insufficient	0.01763	0.01699	0.0041	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:45	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7417, ""True"": 146}"	computed_or_insufficient	0.00966	0.0118	0.01179	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:46	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7428, ""True"": 135}"	computed_or_insufficient	0.02437	0.02461	0.00065	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:47	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7489, ""True"": 74}"	computed_or_insufficient	0.03114	0.02982	0.00835	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:48	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7397, ""True"": 166}"	computed_or_insufficient	0.02862	0.02653	0.01258	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:49	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7514, ""True"": 49}"	computed_or_insufficient	0.00533	0.00415	0.00678	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:50	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7520, ""True"": 43}"	computed_or_insufficient	0.00556	0.00672	0.00635	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:51	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7494, ""True"": 69}"	computed_or_insufficient	0.04198	0.04078	0.00806	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:52	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7518, ""True"": 45}"	computed_or_insufficient	0.01026	0.01147	0.0065	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:53	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7419, ""True"": 144}"	computed_or_insufficient	0.04385	0.04616	0.0117	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:54	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7535, ""True"": 28}"	computed_or_insufficient	0.01177	0.01274	0.00512	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:55	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7504, ""True"": 59}"	computed_or_insufficient	0.01876	0.01753	0.00745	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:56	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7533, ""True"": 30}"	computed_or_insufficient	0.00943	0.01748	0.04513	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:57	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7555, ""True"": 8}"	computed_or_insufficient	0.00601	0.00556	0.00273	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:58	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7557, ""True"": 6}"	computed_or_insufficient	0.0097	0.01017	0.00237	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:12:59	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7531, ""True"": 32}"	computed_or_insufficient	0.01634	0.01546	0.00548	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:13:00	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7558, ""True"": 5}"	computed_or_insufficient	0.01429	0.01475	0.00216	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:13:01	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7557, ""True"": 6}"	computed_or_insufficient	0.01963	0.02015	0.00237	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:13:02	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7554, ""True"": 9}"	computed_or_insufficient	0.01593	0.01653	0.0029	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:13:03	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7555, ""True"": 8}"	computed_or_insufficient	0.00601	0.00556	0.00273	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:13:04	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7527, ""True"": 36}"	computed_or_insufficient	0.00348	0.00453	0.00581	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:13:05	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7479, ""True"": 84}"	computed_or_insufficient	0.03825	0.03687	0.0089	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:13:06	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7525, ""True"": 38}"	computed_or_insufficient	0.02445	0.02564	0.00597	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:13:07	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7524, ""True"": 39}"	computed_or_insufficient	0.0033	0.00439	0.00605	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:13:08	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7517, ""True"": 46}"	computed_or_insufficient	0.02703	0.02601	0.00657	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:13:09	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7497, ""True"": 66}"	computed_or_insufficient	0.02184	0.02055	0.00788	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:13:10	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7551, ""True"": 12}"	computed_or_insufficient	0.01439	0.01387	0.00335	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:13:11	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7556, ""True"": 7}"	computed_or_insufficient	0.00332	0.00288	0.00256	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:13:12	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7540, ""True"": 23}"	computed_or_insufficient	0.00631	0.00716	0.00464	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:13:13	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7561, ""True"": 2}"	computed_or_insufficient	0.0056	0.00587	0.00137	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:13:14	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7468, ""True"": 95}"	computed_or_insufficient	0.01518	0.01358	0.00947	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:13:15	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7540, ""True"": 23}"	computed_or_insufficient	0.00893	0.00815	0.00464	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:13:16	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7549, ""True"": 14}"	computed_or_insufficient	0.0047	0.00408	0.00362	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:13:17	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7526, ""True"": 37}"	computed_or_insufficient	0.00208	0.00089	0.01683	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:13:18	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7558, ""True"": 5}"	computed_or_insufficient	0.01835	0.01806	0.00216	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:13:19	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7527, ""True"": 36}"	computed_or_insufficient	0.00348	0.00453	0.00581	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:13:20	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7505, ""True"": 58}"	computed_or_insufficient	0.0014	0.00272	0.00739	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:13:21	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7485, ""True"": 78}"	computed_or_insufficient	0.0147	0.01325	0.00858	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:13:22	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7543, ""True"": 20}"	computed_or_insufficient	0.00138	0.00216	0.00433	7563
payload.entry_candle_context.multi_timeframe_context.source_quality.missing_minutes.contains:13:23	collected_raw_precursor	categorical	7563	56.81	"{""False"": 7549, ""True"": 14}"	computed_or_insufficient	0.0112	0.01062	0.00362	7563
